,PlayerID,FirstName,LastName,Position,Height,Weight,BirthDate,College,PositionCategory,PhotoUrl,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick
18,20632,Ryan,Yurachek,TE,"6'1""",235.0,1996-08-27T00:00:00,Marshall,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20632.png,2018.0,,
19,20633,Drew,Scott,LS,"6'1""",243.0,1995-03-12T05:00:00,Kansas State,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20633.png,2018.0,,
20,13870,Marvin,Jones Jr.,WR,"6'2""",199.0,1990-03-12T00:00:00,California,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13870.png,2012.0,5.0,166.0
21,15029,Lerentee,McCray,DE,"6'3""",249.0,1990-08-26T00:00:00,Florida,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15029.png,2013.0,,
22,20636,Casey,Dunn,C,"6'3""",290.0,1994-10-11T00:00:00,Auburn,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20636.png,2018.0,,
23,20643,R.J.,Prince,G,"6'6""",311.0,1995-04-19T00:00:00,North Carolina,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20643.png,2018.0,,
24,16259,Brandon,Linder,C,"6'6""",315.0,1992-01-25T00:00:00,Miami (FL),OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16259.png,2014.0,3.0,93.0
25,16264,Tyler,Shatley,G,"6'3""",310.0,1991-05-05T00:00:00,Clemson,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16264.png,2014.0,,
26,15980,Alejandro,Villanueva,OT,"6'9""",320.0,1988-09-22T00:00:00,Army,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15980.png,2014.0,,
27,15981,Jaylen,Watkins,FS,"5'11""",194.0,1991-11-27T00:00:00,Florida,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15981.png,2014.0,4.0,101.0
28,20649,Nick,Holley,WR,"5'10""",195.0,1994-12-05T00:00:00,Kent State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20649.png,2018.0,,
29,13905,Mitchell,Schwartz,OT,"6'5""",320.0,1989-06-08T00:00:00,California,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13905.png,2012.0,2.0,37.0
30,20823,Tyree,Jackson,TE,"6'7""",249.0,1997-11-07T00:00:00,Buffalo,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20823.png,2019.0,,
31,20902,Sua,Opeta,G,"6'4""",305.0,1996-08-15T00:00:00,Weber State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20902.png,2019.0,,
32,20910,Ross,Pierschbacher,C,"6'4""",315.0,1995-05-05T00:00:00,Alabama,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,2019.0,5.0,153.0
33,14902,Kapron,Lewis-Moore,DE,"6'4""",298.0,1990-01-24T00:00:00,Notre Dame,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14902.png,2013.0,6.0,200.0
34,16560,Andrew,Norwell,G,"6'6""",325.0,1991-10-25T00:00:00,Ohio State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16560.png,2014.0,,
35,16668,Carlos,Hyde,RB,"6'0""",229.0,1990-09-20T00:00:00,Ohio State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16668.png,2014.0,2.0,57.0
36,20658,Kyle,Wilson,OLB,"6'0""",231.0,1995-11-02T00:00:00,Arkansas State,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20658.png,2018.0,,
37,13911,Billy,Winn,DE,"6'4""",295.0,1989-04-15T00:00:00,Boise State,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13911.png,2012.0,6.0,205.0
38,14904,John,Simon,DE,"6'2""",260.0,1990-10-14T00:00:00,Ohio State,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14904.png,2013.0,4.0,129.0
39,14905,Rick,Wagner,OT,"6'6""",308.0,1989-10-21T00:00:00,Wisconsin,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14905.png,2013.0,5.0,168.0
40,20933,Miles,Sanders,RB,"5'11""",211.0,1997-05-01T00:00:00,Penn State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20933.png,2019.0,2.0,53.0
41,20993,Caleb,Wilson,TE,"6'4""",240.0,1996-07-15T00:00:00,UCLA,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20993.png,2019.0,7.0,254.0
42,16790,Phillip,Dorsett II,WR,"5'10""",192.0,1993-01-05T00:00:00,Miami (FL),OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16790.png,2015.0,1.0,29.0
43,16793,Malcom,Brown,DT,"6'2""",320.0,1993-05-15T00:00:00,Texas,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16793.png,2015.0,1.0,32.0
44,21846,Levante,Bellamy,RB,"5'9""",171.0,1996-11-28T00:00:00,Western Michigan,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21846.png,2020.0,,
45,21873,Derrek,Tuszka,DE,"6'5""",246.0,1997-08-17T00:00:00,North Dakota State,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21873.png,2020.0,7.0,254.0
46,21997,Lloyd,Cushenberry III,OL,"6'3""",312.0,1997-11-22T00:00:00,LSU,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21997.png,2020.0,3.0,83.0
47,20663,Garrett,Dickerson,TE,"6'3""",248.0,1995-12-30T00:00:00,Northwestern,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20663.png,2018.0,,
48,20666,Jackson,Porter,CB,"6'0""",200.0,1995-01-26T00:00:00,Massachusetts,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20666.png,2018.0,,
49,20667,Josh,Crockett,WR,"6'4""",195.0,1995-03-13T00:00:00,Central Oklahoma,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,2018.0,,
50,16828,A.J.,Cann,G,"6'3""",315.0,1991-10-23T00:00:00,South Carolina,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16828.png,2015.0,3.0,67.0
51,16888,Damien,Wilson,LB,"6'0""",245.0,1993-05-28T00:00:00,Minnesota,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16888.png,2015.0,4.0,127.0
52,21056,Hakeem,Butler,WR,"6'5""",227.0,1996-05-16T00:00:00,Iowa State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21056.png,2019.0,4.0,103.0
53,21067,Andre,Dillard,OT,"6'5""",315.0,1995-10-03T00:00:00,Washington State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21067.png,2019.0,1.0,22.0
54,16933,James,O'Shaughnessy,TE,"6'4""",245.0,1992-01-14T00:00:00,Illinois State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16933.png,2015.0,5.0,173.0
55,17139,Josh,Lambo,K,"6'0""",215.0,1990-11-19T00:00:00,Texas A&M,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17139.png,2015.0,,
56,17480,Eli,Rogers,WR,"5'10""",181.0,1992-12-23T00:00:00,Louisville,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17480.png,2015.0,,
57,22000,Justin,Strnad,LB,"6'3""",238.0,1996-08-21T00:00:00,Wake Forest,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22000.png,2020.0,5.0,178.0
58,22032,Netane,Muti,G,"6'3""",315.0,1999-03-27T00:00:00,Fresno State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22032.png,2020.0,6.0,181.0
59,22080,Michael,Ojemudia,CB,"6'1""",199.0,1997-09-12T00:00:00,Iowa,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22080.png,2020.0,3.0,77.0
60,21133,Marcus,Epps,FS,"6'0""",198.0,1996-01-27T00:00:00,Wyoming,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21133.png,2019.0,6.0,191.0
61,21346,Shakial,Taylor,CB,"6'0""",181.0,1996-12-27T00:00:00,Kansas,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21346.png,2019.0,,
62,21661,Brett,Toth,OT,"6'6""",291.0,1996-09-01T00:00:00,Army,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21661.png,2019.0,,
63,17762,Chris,Manhertz,TE,"6'6""",255.0,1992-04-10T00:00:00,Canisius,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17762.png,2014.0,,
64,17925,Myles,Jack,OLB,"6'1""",244.0,1995-09-03T00:00:00,UCLA,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17925.png,2016.0,2.0,36.0
65,19234,Montay,Crockett,WR,"6'0""",180.0,1993-12-11T00:00:00,Georgia Southern,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19234.png,2017.0,,
66,15982,Matt,Simms,QB,"6'3""",210.0,1988-09-27T00:00:00,Tennessee,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15982.png,2012.0,,
67,13941,Zach,Brown,ILB,"6'1""",242.0,1989-10-23T00:00:00,North Carolina,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13941.png,2012.0,2.0,52.0
68,17967,Joe,Schobert,ILB,"6'1""",245.0,1993-11-06T00:00:00,Wisconsin,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17967.png,2016.0,4.0,99.0
69,17978,Jihad,Ward,OLB,"6'5""",287.0,1994-05-11T00:00:00,Illinois,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17978.png,2016.0,2.0,44.0
70,22082,McTelvin,Agim,DL,"6'3""",300.0,1997-09-25T00:00:00,Arkansas,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22082.png,2020.0,3.0,95.0
71,22086,Essang,Bassey,CB,"5'9""",182.0,1998-08-12T00:00:00,Wake Forest,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22086.png,2020.0,,
72,22213,Kendall,Hinton,WR,"6'0""",195.0,1997-02-19T00:00:00,Wake Forest,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22213.png,2020.0,,
73,21686,Jalen,Reagor,WR,"5'11""",206.0,1999-01-01T00:00:00,TCU,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21686.png,2020.0,1.0,21.0
74,21731,John,Hightower,WR,"6'1""",189.0,1996-05-31T00:00:00,Boise State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21731.png,2020.0,5.0,168.0
75,17993,Adam,Gotsis,DE,"6'4""",287.0,1992-09-23T00:00:00,Georgia Tech,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/17993.png,2016.0,2.0,63.0
76,18292,Roy,Robertson-Harris,DE,"6'5""",292.0,1993-07-23T00:00:00,Texas-El Paso,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18292.png,2016.0,,
77,13949,Coty,Sensabaugh,CB,"5'11""",187.0,1988-11-15T00:00:00,Clemson,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13949.png,2012.0,4.0,115.0
78,21764,Jason,Huntley,RB,"5'9""",193.0,1998-04-20T00:00:00,New Mexico State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21764.png,2020.0,5.0,172.0
79,21831,Jalen,Hurts,QB,"6'1""",222.0,1998-08-07T00:00:00,Oklahoma,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21831.png,2020.0,2.0,53.0
80,18321,Jarrod,Wilson,FS,"6'2""",210.0,1994-02-09T00:00:00,Michigan,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18321.png,2016.0,,
81,18434,Doug,Middleton,SS,"6'0""",210.0,1993-09-25T00:00:00,Appalachian State,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18434.png,2016.0,,
82,21842,Adrian,Killins Jr.,RB,"5'8""",177.0,1998-01-02T00:00:00,Central Florida,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21842.png,2020.0,,
83,21895,Raequan,Williams,DT,"6'4""",305.0,1997-02-14T00:00:00,Michigan State,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21895.png,2020.0,,
84,21913,Joe,Bachie,LB,"6'2""",231.0,1998-02-26T00:00:00,Michigan State,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,2020.0,,
85,15986,Preston,Brown,OLB,"6'1""",255.0,1992-10-27T00:00:00,Louisville,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15986.png,2014.0,3.0,73.0
86,18645,Aldrick,Rosas,K,"6'3""",221.0,1994-12-30T00:00:00,Southern Oregon,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18645.png,2016.0,,
87,18910,Cam,Robinson,OT,"6'6""",320.0,1995-10-09T00:00:00,Alabama,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18910.png,2017.0,2.0,34.0
88,11735,Mike,Nugent,K,"5'10""",190.0,1982-03-02T00:00:00,Ohio State,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11735.png,2005.0,2.0,47.0
89,21914,Shaun,Bradley,LB,"6'1""",235.0,1997-04-08T00:00:00,Temple,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21914.png,2020.0,6.0,196.0
90,21938,K'Von,Wallace,S,"5'11""",205.0,1997-07-25T00:00:00,Clemson,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21938.png,2020.0,4.0,127.0
91,21957,Quez,Watkins,WR,"6'2""",190.0,1998-06-09T00:00:00,Southern Mississippi,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21957.png,2020.0,6.0,200.0
92,15993,Seantrel,Henderson,OT,"6'7""",351.0,1992-01-21T00:00:00,Miami (FL),OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15993.png,2014.0,7.0,237.0
93,12668,Rafael,Bush,DB,"5'11""",195.0,1987-05-12T00:00:00,South Carolina State,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12668.png,2010.0,,
94,22427,Parnell,Motley,CB,"6'0""",180.0,1997-10-28T00:00:00,Oklahoma,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22427.png,2020.0,,
95,6300,Don,Muhlbach,LS,"6'4""",258.0,1981-08-17T00:00:00,Texas A&M,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/6300.png,2004.0,,
96,13961,Randy,Bullock,K,"5'9""",210.0,1989-12-16T00:00:00,Texas A&M,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13961.png,2012.0,5.0,161.0
97,18929,Sidney,Jones IV,CB,"6'0""",181.0,1996-05-21T00:00:00,Washington,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18929.png,2017.0,2.0,43.0
98,18955,Josh,Jones,FS,"6'2""",220.0,1994-09-20T00:00:00,North Carolina State,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18955.png,2017.0,2.0,61.0
99,13987,Dwayne,Allen,TE,"6'3""",255.0,1990-02-24T00:00:00,Clemson,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13987.png,2012.0,3.0,64.0
100,14917,Rex,Burkhead,RB,"5'10""",215.0,1990-07-02T00:00:00,Nebraska,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14917.png,2013.0,6.0,190.0
101,14918,Tyler,Eifert,TE,"6'6""",255.0,1990-09-08T00:00:00,Notre Dame,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14918.png,2013.0,1.0,21.0
102,21981,Jack,Driscoll,OT,"6'4""",300.0,1997-04-01T00:00:00,Auburn,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21981.png,2020.0,4.0,145.0
103,21987,Davion,Taylor,LB,"6'0""",228.0,1998-08-05T00:00:00,Colorado,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21987.png,2020.0,3.0,103.0
104,22065,Grayland,Arnold,CB,"5'10""",187.0,1997-09-04T00:00:00,Baylor,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22065.png,2020.0,,
105,14397,Michael,Brockers,DT,"6'5""",305.0,1990-12-21T00:00:00,LSU,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14397.png,2012.0,1.0,14.0
106,14885,Jamie,Collins Sr.,LB,"6'3""",255.0,1989-10-20T00:00:00,Southern Mississipi,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14885.png,2013.0,2.0,52.0
107,18959,Dawuane,Smoot,DE,"6'3""",264.0,1995-03-02T00:00:00,Illinois,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18959.png,2017.0,3.0,68.0
108,18973,C.J.,Beathard,QB,"6'2""",215.0,1993-11-16T00:00:00,Iowa,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18973.png,2017.0,3.0,104.0
109,19243,Lenzy,Pipkins,CB,"6'0""",196.0,1993-11-07T00:00:00,Oklahoma State,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19243.png,2017.0,,
110,16604,Kevin,Pamphile,OT,"6'5""",315.0,1990-11-27T00:00:00,Purdue,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16604.png,2014.0,5.0,149.0
111,18315,Rashod,Hill,OT,"6'6""",313.0,1992-01-12T00:00:00,Southern Mississippi,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18315.png,2016.0,,
112,18481,Michael,Pierce,NT,"6'0""",345.0,1992-11-06T00:00:00,Samford,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18481.png,2016.0,,
113,14922,Margus,Hunt,NT,"6'8""",277.0,1987-07-14T00:00:00,Southern Methodist,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14922.png,2013.0,2.0,53.0
114,18986,Shaquill,Griffin,CB,"6'0""",198.0,1995-07-20T00:00:00,Central Florida,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18986.png,2017.0,3.0,90.0
115,19026,Rayshawn,Jenkins,FS,"6'1""",220.0,1994-01-25T00:00:00,Miami (FL),DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19026.png,2017.0,4.0,113.0
116,19245,Justin,Vogel,P,"6'4""",211.0,1993-10-14T00:00:00,Miami,ST,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19245.png,2017.0,,
117,12681,Marcus,Sherels,CB,"5'10""",175.0,1987-09-30T00:00:00,Minnesota,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12681.png,2010.0,,
118,16000,Kenny,Ladler,FS,"6'0""",207.0,1992-06-23T04:00:00,Vanderbilt,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16000.png,2014.0,,
119,14974,Nick,Williams,DT,"6'4""",310.0,1990-02-21T00:00:00,Samford,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14974.png,2013.0,7.0,223.0
120,15866,Josh,Hill,TE,"6'5""",250.0,1990-05-21T00:00:00,Idaho State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/15866.png,2013.0,,
121,16613,Maurice,Alexander,OLB,"6'2""",220.0,1991-02-16T00:00:00,Utah State,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16613.png,2014.0,4.0,110.0
122,22066,Lavert,Hill,CB,"5'10""",190.0,1998-10-03T00:00:00,Michigan,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,2020.0,,
123,22233,Rashad,Smith,LB,"6'1""",220.0,1997-04-20T00:00:00,Florida Atlantic,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22233.png,2020.0,,
124,22250,Jameson,Houston,CB,"5'11""",199.0,1996-06-30T00:00:00,Baylor,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/0.png,2020.0,,
125,18652,C.J.,Ham,FB,"5'11""",235.0,1993-07-22T00:00:00,Augustana (SD),OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18652.png,2016.0,,
126,18872,Dalvin,Cook,RB,"5'10""",210.0,1995-08-10T00:00:00,Florida State,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18872.png,2017.0,2.0,41.0
127,19248,Chase,Allen,OLB,"6'3""",246.0,1993-08-29T00:00:00,Southern Illinois,DEF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19248.png,2017.0,,
128,19251,Malcolm,Lewis,WR,"6'0""",187.0,1993-10-24T00:00:00,Miami,OFF,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19251.png,2017.0,,
